id,x,y,z,scalar,critical_type,type_name
452,26.0,58.0,82.0,0.4066561247647841,1,1-saddle
453,27.0,58.0,82.0,0.40668655816284893,2,2-saddle
454,25.0,59.0,82.0,0.40664544551213616,1,1-saddle
455,26.0,59.0,82.0,0.40669402884042843,2,2-saddle
456,18.0,0.0,83.0,0.4066930040190784,2,2-saddle
457,17.0,1.0,83.0,0.40669583822320005,2,2-saddle
458,18.0,1.0,83.0,0.40662717846148677,1,1-saddle
459,16.0,2.0,83.0,0.4066996882374697,2,2-saddle
460,17.0,2.0,83.0,0.4066211027606046,1,1-saddle
461,15.0,3.0,83.0,0.4067043024231383,2,2-saddle
462,16.0,3.0,83.0,0.40661459927655597,1,1-saddle
463,14.0,4.0,83.0,0.40670935461950086,2,2-saddle
464,15.0,4.0,83.0,0.40660802145755875,1,1-saddle
465,13.0,5.0,83.0,0.4067144521568962,2,2-saddle
466,14.0,5.0,83.0,0.40660173701541846,1,1-saddle
467,12.0,6.0,83.0,0.4067191403492393,2,2-saddle
468,13.0,6.0,83.0,0.4065961028036911,1,1-saddle
469,11.0,7.0,83.0,0.4067229400047054,2,2-saddle
470,12.0,7.0,83.0,0.406591469552298,1,1-saddle
471,10.0,8.0,83.0,0.4067254208682707,2,2-saddle
472,11.0,8.0,83.0,0.40658816506984924,1,1-saddle
473,50.0,8.0,83.0,0.420583112023576,2,2-saddle
474,8.0,10.0,83.0,0.4067254209180563,2,2-saddle
475,9.0,10.0,83.0,0.40658644450778236,1,1-saddle
476,7.0,11.0,83.0,0.4067229401117445,2,2-saddle
477,8.0,11.0,83.0,0.4065881651793776,1,1-saddle
478,6.0,12.0,83.0,0.40671914050108554,2,2-saddle
479,7.0,12.0,83.0,0.4065914697215692,1,1-saddle
480,5.0,13.0,83.0,0.4067144523236781,2,2-saddle
481,6.0,13.0,83.0,0.40659610300283366,1,1-saddle
482,4.0,14.0,83.0,0.40670935477259174,2,2-saddle
483,5.0,14.0,83.0,0.4066017371946468,1,1-saddle
484,3.0,15.0,83.0,0.4067043025588042,2,2-saddle
485,4.0,15.0,83.0,0.4066080216069157,1,1-saddle
486,2.0,16.0,83.0,0.40669968836255616,2,2-saddle
487,3.0,16.0,83.0,0.4066145994109772,1,1-saddle
488,1.0,17.0,83.0,0.40669583831857065,2,2-saddle
489,2.0,17.0,83.0,0.40662110290000436,1,1-saddle
490,67.0,17.0,83.0,0.40669583831857065,2,2-saddle
491,68.0,17.0,83.0,0.40662110290000436,1,1-saddle
492,0.0,18.0,83.0,0.4066930040598404,2,2-saddle
493,1.0,18.0,83.0,0.4066271785710152,1,1-saddle
494,66.0,18.0,83.0,0.4066930040598404,2,2-saddle
495,67.0,18.0,83.0,0.4066271785710152,1,1-saddle
496,0.0,19.0,83.0,0.4066325495560732,1,1-saddle
497,65.0,19.0,83.0,0.4066913306584717,2,2-saddle
498,66.0,19.0,83.0,0.4066325495560732,1,1-saddle
499,64.0,20.0,83.0,0.4066908343559425,2,2-saddle
500,65.0,20.0,83.0,0.40663705758162993,1,1-saddle
501,63.0,21.0,83.0,0.4066914349712249,2,2-saddle
502,64.0,21.0,83.0,0.4066406394796574,1,1-saddle
503,62.0,22.0,83.0,0.4066930290942415,2,2-saddle
504,63.0,22.0,83.0,0.406643264173955,1,1-saddle
505,61.0,23.0,83.0,0.4066955429501323,2,2-saddle
506,62.0,23.0,83.0,0.4066448914974634,1,1-saddle
507,60.0,24.0,83.0,0.40669893062610757,2,2-saddle
508,61.0,24.0,83.0,0.40664548106904475,1,1-saddle
509,60.0,25.0,83.0,0.40664502602823704,1,1-saddle
510,8.0,50.0,83.0,0.420583112023576,2,2-saddle
511,24.0,60.0,83.0,0.4066989306763599,2,2-saddle
512,23.0,61.0,83.0,0.4066955429848267,2,2-saddle
513,24.0,61.0,83.0,0.4066454811088733,1,1-saddle
514,22.0,62.0,83.0,0.40669302909641963,2,2-saddle
515,23.0,62.0,83.0,0.406644891502442,1,1-saddle
516,21.0,63.0,83.0,0.40669143495753385,2,2-saddle
517,22.0,63.0,83.0,0.40664326413910507,1,1-saddle
518,20.0,64.0,83.0,0.4066908343546979,2,2-saddle
519,21.0,64.0,83.0,0.4066406394298717,1,1-saddle
520,19.0,65.0,83.0,0.4066913306584717,2,2-saddle
521,20.0,65.0,83.0,0.4066370575318443,1,1-saddle
522,18.0,66.0,83.0,0.4066930040190784,2,2-saddle
523,19.0,66.0,83.0,0.4066325494813947,1,1-saddle
524,17.0,67.0,83.0,0.40669583822320005,2,2-saddle
525,18.0,67.0,83.0,0.40662717846148677,1,1-saddle
526,16.0,68.0,83.0,0.4066996882374697,2,2-saddle
527,17.0,68.0,83.0,0.4066211027606046,1,1-saddle
528,8.0,50.0,84.0,0.42057637749927834,1,1-saddle
529,9.0,50.0,84.0,0.4205917302774179,2,2-saddle
530,18.0,18.0,90.0,0.3138059828106799,0,Minimum
531,45.0,39.0,97.0,0.4067120356773734,2,2-saddle
532,46.0,39.0,97.0,0.4066897289366096,1,1-saddle
533,44.0,40.0,97.0,0.4067058136253605,2,2-saddle
534,45.0,40.0,97.0,0.4066971132821419,1,1-saddle
535,44.0,41.0,97.0,0.4067019570785917,1,1-saddle
536,42.0,42.0,97.0,0.40670089635058887,1,1-saddle
537,43.0,42.0,97.0,0.40670435215277584,2,2-saddle
538,42.0,43.0,97.0,0.4067043521533982,2,2-saddle
539,40.0,44.0,97.0,0.4067058137143523,2,2-saddle
540,41.0,44.0,97.0,0.40670195710410684,1,1-saddle
541,39.0,45.0,97.0,0.40671203583295357,2,2-saddle
542,40.0,45.0,97.0,0.4066971133635128,1,1-saddle
543,48.0,36.0,98.0,0.4067229946892593,2,2-saddle
544,47.0,37.0,98.0,0.4067079189894006,2,2-saddle
545,48.0,37.0,98.0,0.40669372228748907,1,1-saddle
546,46.0,38.0,98.0,0.40669585614027626,1,1-saddle
547,46.0,39.0,98.0,0.40671741026317826,2,2-saddle
548,38.0,46.0,98.0,0.40669585639099365,1,1-saddle
549,37.0,47.0,98.0,0.4067079192769127,2,2-saddle
550,49.0,35.0,99.0,0.4067147653683546,2,2-saddle
551,50.0,35.0,99.0,0.4066865678474018,1,1-saddle
552,48.0,36.0,99.0,0.40669587345424607,1,1-saddle
553,36.0,48.0,99.0,0.40669587376556193,1,1-saddle
554,35.0,49.0,99.0,0.40671476567204706,2,2-saddle
555,51.0,34.0,100.0,0.40669457348497573,1,1-saddle
556,50.0,35.0,100.0,0.4067192402391602,2,2-saddle
557,52.0,32.0,101.0,0.40673465889864563,2,2-saddle
558,52.0,33.0,101.0,0.4067013297281061,1,1-saddle
559,51.0,34.0,101.0,0.40673066323211127,2,2-saddle
560,33.0,52.0,101.0,0.40670133007785025,1,1-saddle
561,53.0,31.0,102.0,0.40673610225921214,2,2-saddle
562,52.0,32.0,102.0,0.4066984928788108,1,1-saddle
563,54.0,30.0,103.0,0.40673943436024823,2,2-saddle
564,18.0,31.0,103.0,0.371333612305437,1,1-saddle
565,53.0,31.0,103.0,0.4066958338853922,1,1-saddle
566,32.0,19.0,104.0,0.37128937652396016,1,1-saddle
567,55.0,29.0,104.0,0.4067445744544141,2,2-saddle
568,54.0,30.0,104.0,0.40669440528214695,1,1-saddle
569,18.0,31.0,104.0,0.3713655592369369,2,2-saddle
570,19.0,31.0,104.0,0.37127463551184303,1,1-saddle
571,20.0,31.0,104.0,0.37141459993071546,2,2-saddle
572,56.0,28.0,105.0,0.406751389950087,2,2-saddle
573,55.0,29.0,105.0,0.4066939464977698,1,1-saddle
574,20.0,31.0,105.0,0.37138150338889825,1,1-saddle
575,57.0,27.0,106.0,0.4067596848511344,2,2-saddle
576,56.0,28.0,106.0,0.40669415604462184,1,1-saddle
577,0.0,0.0,107.0,0.6092630226021444,1,1-saddle
578,58.0,26.0,107.0,0.4067689738968612,2,2-saddle
579,57.0,27.0,107.0,0.40669455131853904,1,1-saddle
580,59.0,25.0,108.0,0.4067786086093092,2,2-saddle
581,58.0,26.0,108.0,0.40669442506322895,1,1-saddle
582,3.0,0.0,109.0,0.775280313230729,2,2-saddle
583,62.0,0.0,109.0,0.20740625970413853,1,1-saddle
584,2.0,2.0,109.0,0.8722933126061567,3,Maximum
585,68.0,2.0,109.0,0.8722933126061567,3,Maximum
586,0.0,3.0,109.0,0.775280313230729,2,2-saddle
587,60.0,24.0,109.0,0.4067876228183538,2,2-saddle
588,59.0,25.0,109.0,0.4066928593833744,1,1-saddle
589,0.0,62.0,109.0,0.20740625970413853,1,1-saddle
590,64.0,65.0,109.0,0.23122543096673143,1,1-saddle
591,2.0,68.0,109.0,0.8722933126061567,3,Maximum
592,68.0,68.0,109.0,0.8722933126061567,3,Maximum
593,61.0,23.0,110.0,0.4067943554806683,2,2-saddle
594,60.0,24.0,110.0,0.4066884547097079,1,1-saddle
595,68.0,62.0,110.0,0.11880832628239005,0,Minimum
596,66.0,65.0,110.0,0.28649848090339736,2,2-saddle
597,62.0,68.0,110.0,0.11880832628239005,0,Minimum
598,62.0,22.0,111.0,0.4067966508379367,2,2-saddle
599,61.0,23.0,111.0,0.4066793852049905,1,1-saddle
600,22.0,62.0,111.0,0.4067966515648071,2,2-saddle
601,65.0,66.0,111.0,0.275664604253862,1,1-saddle
602,2.0,0.0,112.0,0.3895715172425438,2,2-saddle
603,68.0,0.0,112.0,0.3895715172425438,2,2-saddle
604,62.0,5.0,112.0,0.0,0,Minimum
605,64.0,21.0,112.0,0.406660379717454,1,1-saddle
606,62.0,22.0,112.0,0.4066634970232974,1,1-saddle
607,63.0,22.0,112.0,0.40681143624889327,2,2-saddle
608,5.0,62.0,112.0,0.0,0,Minimum
609,2.0,66.0,112.0,0.3895715172425438,2,2-saddle
610,68.0,66.0,112.0,0.3895715172425438,2,2-saddle
611,0.0,1.0,113.0,0.3926594266333072,2,2-saddle
612,1.0,1.0,113.0,0.3815048698818533,4,Multi-saddle
613,2.0,1.0,113.0,0.39691630809870543,2,2-saddle
614,66.0,1.0,113.0,0.3926594266333072,2,2-saddle
615,67.0,1.0,113.0,0.3815048698818533,4,Multi-saddle
616,68.0,1.0,113.0,0.39691630809870543,2,2-saddle
617,65.0,20.0,113.0,0.40669436254863744,1,1-saddle
618,64.0,21.0,113.0,0.40685798279131746,2,2-saddle
619,0.0,67.0,113.0,0.3926594266333072,2,2-saddle
620,1.0,67.0,113.0,0.3815048698818533,4,Multi-saddle
621,2.0,67.0,113.0,0.39691630809870543,2,2-saddle
622,66.0,67.0,113.0,0.3926594266333072,2,2-saddle
623,67.0,67.0,113.0,0.3815048698818533,4,Multi-saddle
624,68.0,67.0,113.0,0.39691630809870543,2,2-saddle
625,0.0,0.0,114.0,0.6731134298221579,3,Maximum
626,4.0,0.0,114.0,0.2362847257766961,0,Minimum
627,17.0,0.0,114.0,0.4070042637939435,1,1-saddle
628,24.0,0.0,114.0,0.40615692712812396,2,2-saddle
629,64.0,0.0,114.0,0.7978238095910066,3,Maximum
630,0.0,2.0,114.0,0.3840127995930369,2,2-saddle
631,1.0,2.0,114.0,0.3571185991634793,1,1-saddle
632,66.0,2.0,114.0,0.3840127995930369,2,2-saddle
633,0.0,4.0,114.0,0.2362847257766961,0,Minimum
634,4.0,4.0,114.0,0.48030952036809715,2,2-saddle
635,63.0,6.0,114.0,0.036963392492195296,1,1-saddle
636,0.0,17.0,114.0,0.4070042630770302,1,1-saddle
637,65.0,19.0,114.0,0.40674381514862856,1,1-saddle
638,66.0,19.0,114.0,0.40674996468162433,2,2-saddle
639,65.0,20.0,114.0,0.4069227099664661,2,2-saddle
640,0.0,24.0,114.0,0.40615692669001024,2,2-saddle
641,30.0,31.0,114.0,0.3777952379765749,2,2-saddle
642,6.0,63.0,114.0,0.036963392492195296,1,1-saddle
643,0.0,64.0,114.0,0.7978238095910066,3,Maximum
644,19.0,65.0,114.0,0.4067438159003918,1,1-saddle
645,65.0,65.0,114.0,0.8445681988197158,3,Maximum
646,19.0,66.0,114.0,0.406749965348752,2,2-saddle
647,0.0,68.0,114.0,0.3840127995930369,2,2-saddle
648,66.0,68.0,114.0,0.3840127995930369,2,2-saddle
