critical_type,cell_dimension,scalar_value,x,y,z
2-saddle,2,0.41630758571412957,20.758819580078125,44.65892028808594,30.241182327270508
2-saddle,2,0.4067095713040588,15.241180419921875,3.341081142425537,45.75881576538086
2-saddle,2,0.40671781954350916,14.241179466247559,4.341081142425537,45.75881576538086
2-saddle,2,0.4067232181670687,12.758820533752441,5.658918857574463,45.24118423461914
2-saddle,2,0.40671695240823685,11.758819580078125,6.658918857574463,45.24118423461914
2-saddle,2,0.40671250830620537,10.758819580078125,7.658918857574463,45.24118423461914
2-saddle,2,0.4067098585373669,9.758819580078125,8.658919334411621,45.24118423461914
2-saddle,2,0.40672427281126555,17.241180419921875,1.3410812616348267,46.75881576538086
2-saddle,2,0.4067194865163063,15.758820533752441,2.658918857574463,46.24118423461914
2-saddle,2,0.40672427281126555,17.241180419921875,67.34107971191406,46.75881576538086
2-saddle,2,0.4067130875709133,17.758819580078125,0.6589186787605286,47.24118423461914
2-saddle,2,0.4067168577594999,20.241178512573242,64.34107971191406,47.75881576538086
2-saddle,2,0.4067308455994232,18.758819580078125,65.65892028808594,47.24118423461914
2-saddle,2,0.4067130875709133,17.758819580078125,66.65892028808594,47.24118423461914
2-saddle,2,0.4067182630440041,22.241178512573242,62.3410758972168,48.75881576538086
2-saddle,2,0.40673352332041274,20.758819580078125,63.65892028808594,48.24118423461914
2-saddle,2,0.40673966778025117,23.241178512573242,61.34107971191406,49.758811950683594
2-saddle,2,0.4067365747424211,25.241180419921875,59.34107971191406,50.75881576538086
2-saddle,2,0.40672357285992766,23.758821487426758,60.65892028808594,50.24118423461914
2-saddle,2,0.40672995220097774,27.241178512573242,57.3410758972168,51.758811950683594
2-saddle,2,0.4067353414250073,25.758821487426758,58.65892028808594,51.241188049316406
2-saddle,2,0.406750256540019,27.758819580078125,56.65892028808594,52.241188049316406
2-saddle,2,0.40674448321226,30.241180419921875,54.34107971191406,53.75881576538086
2-saddle,2,0.40673095058241565,28.758819580078125,55.65892028808594,53.24118423461914
2-saddle,2,0.4067470744705175,30.758821487426758,53.65892028808594,54.241180419921875
2-saddle,2,0.4067626109925422,33.241180419921875,51.34107971191406,55.758811950683594
2-saddle,2,0.4067334094133432,31.758821487426758,52.6589241027832,55.241180419921875
2-saddle,2,0.40675379237138787,35.241180419921875,49.34107971191406,56.758811950683594
2-saddle,2,0.40673651915176834,33.758819580078125,50.65892028808594,56.241180419921875
2-saddle,2,0.4067501177077656,37.241180419921875,47.34107971191406,57.75881576538086
2-saddle,2,0.4067430544737378,35.758819580078125,48.65892028808594,57.241180419921875
2-saddle,2,0.4067325577029087,40.24117660522461,44.3410758972168,58.758819580078125
2-saddle,2,0.40676015106881974,39.24117660522461,45.34107971191406,58.758819580078125
2-saddle,2,0.40673583347148595,37.758819580078125,46.65892028808594,58.241180419921875
2-saddle,2,0.4067224406447152,41.758819580078125,42.65892028808594,59.24118423461914
2-saddle,2,0.406718401704497,40.758819580078125,43.65892028808594,59.24118423461914
2-saddle,2,0.420583112023576,49.75882339477539,7.658918857574463,83.2411880493164
2-saddle,2,0.40670435215277584,43.241180419921875,41.34107971191406,96.7588119506836
2-saddle,2,0.40671741026317826,46.24117660522461,38.34107971191406,97.7588119506836
2-saddle,2,0.4067120356773734,44.758819580078125,39.65892028808594,97.2411880493164
2-saddle,2,0.4067058136253605,43.758819580078125,40.65892028808594,97.2411880493164
2-saddle,2,0.4067079189894006,46.75882339477539,37.65892028808594,98.2411880493164
2-saddle,2,0.4067192402391602,50.241180419921875,34.34107971191406,99.75880432128906
2-saddle,2,0.4067147653683546,48.75882339477539,35.65892028808594,99.2411880493164
2-saddle,2,0.40671476567204706,34.758819580078125,49.65892028808594,99.2411880493164
2-saddle,2,0.40673066323211127,51.24117660522461,33.34107971191406,100.75880432128906
2-saddle,2,0.40673465889864563,51.75882339477539,32.65892028808594,101.24118041992188
2-saddle,2,0.40673610225921214,52.758819580078125,31.658918380737305,102.24119567871094
2-saddle,2,0.40673943436024823,53.758819580078125,30.658918380737305,103.24118041992188
2-saddle,2,0.4067445744544141,54.758819580078125,29.65892219543457,104.24119567871094
2-saddle,2,0.406751389950087,55.758819580078125,28.658920288085938,105.2411880493164
2-saddle,2,0.4067596848511344,56.758819580078125,27.658920288085938,106.2411880493164
2-saddle,2,0.4067689738968612,57.758819580078125,26.658920288085938,107.2411880493164
2-saddle,2,0.4067786086093092,58.758819580078125,25.658920288085938,108.24118041992188
2-saddle,2,0.4067876228183538,59.758819580078125,24.658918380737305,109.2411880493164
2-saddle,2,0.4067943554806683,60.75882339477539,23.658918380737305,110.24118041992188
2-saddle,2,0.4067966508379367,61.75882339477539,22.658920288085938,111.2411880493164
2-saddle,2,0.4067966515648071,21.758819580078125,62.65892028808594,111.2411880493164
2-saddle,2,0.40685798279131746,64.24118041992188,20.341079711914062,112.75881958007812
2-saddle,2,0.40681143624889327,62.75882339477539,21.658920288085938,112.24118041992188
2-saddle,2,0.3926594266333072,0.658918559551239,0.7588189840316772,0.7588189840316772
2-saddle,2,0.3926594266333072,66.6589126586914,0.7588189840316772,0.7588189840316772
2-saddle,2,0.3926594266333072,0.658918559551239,66.75881958007812,0.7588189840316772
2-saddle,2,0.3895715172425438,1.3410815000534058,66.2411880493164,0.24118097126483917
2-saddle,2,0.3926594266333072,66.6589126586914,66.75881958007812,0.7588189840316772
2-saddle,2,0.3895715172425438,67.3410873413086,66.2411880493164,0.24118097126483917
2-saddle,2,0.3840127995930369,0.658918559551239,1.7588188648223877,1.7588188648223877
2-saddle,2,0.39691630809870543,1.3410815000534058,1.2411810159683228,1.2411810159683228
2-saddle,2,0.3840127995930369,66.6589126586914,1.7588188648223877,1.7588188648223877
2-saddle,2,0.39691630809870543,67.3410873413086,1.2411810159683228,1.2411810159683228
2-saddle,2,0.39691630809870543,1.3410815000534058,67.2411880493164,1.2411810159683228
2-saddle,2,0.39691630809870543,67.3410873413086,67.2411880493164,1.2411810159683228
2-saddle,2,0.3125071219761119,3.341081380844116,2.2411811351776123,3.2411811351776123
2-saddle,2,0.30379139341457534,2.6589183807373047,3.7588186264038086,4.758818626403809
2-saddle,2,0.40669054799201626,49.658912658691406,34.75881576538086,21.758817672729492
2-saddle,2,0.4067007763566017,48.658912658691406,35.758819580078125,21.758817672729492
2-saddle,2,0.4067092989367447,47.658912658691406,36.75881576538086,21.758817672729492
2-saddle,2,0.40671611586251033,46.65891647338867,37.75881576538086,21.758817672729492
2-saddle,2,0.4067212659499,45.658912658691406,38.75881576538086,21.758817672729492
2-saddle,2,0.4067248009896771,44.65891647338867,39.75881576538086,21.758817672729492
2-saddle,2,0.4067268257893396,43.658912658691406,40.75881576538086,21.758817672729492
2-saddle,2,0.4066709546741514,15.658917427062988,2.7588188648223877,22.758817672729492
2-saddle,2,0.40668216051455947,14.658917427062988,3.7588186264038086,22.758817672729492
2-saddle,2,0.406692621394916,13.658918380737305,4.758818626403809,22.758817672729492
2-saddle,2,0.406678786255038,12.341082572937012,6.241181373596191,22.241182327270508
2-saddle,2,0.4066656553903813,11.341081619262695,7.241180896759033,22.241182327270508
2-saddle,2,0.4066563771755219,10.341081619262695,8.241181373596191,22.241182327270508
2-saddle,2,0.406651583186191,9.341081619262695,9.241181373596191,22.241182327270508
2-saddle,2,0.4067044859971298,55.658912658691406,28.758817672729492,22.758817672729492
2-saddle,2,0.4067235795560971,54.65891647338867,29.758817672729492,22.758817672729492
2-saddle,2,0.40674351422924626,53.65891647338867,30.75881576538086,22.758817672729492
2-saddle,2,0.40673020550536787,52.341087341308594,32.24118423461914,22.241182327270508
2-saddle,2,0.40671397609036536,51.34108352661133,33.24118423461914,22.241182327270508
2-saddle,2,0.406698025595946,50.34108352661133,34.241180419921875,22.241182327270508
2-saddle,2,0.40669318499799306,17.341081619262695,1.2411810159683228,23.241182327270508
2-saddle,2,0.40667732898187264,16.341083526611328,2.2411811351776123,23.241182327270508
2-saddle,2,0.4067056574309852,61.658912658691406,22.758817672729492,23.75881576538086
2-saddle,2,0.40671405421151235,60.65891647338867,23.75881576538086,23.75881576538086
2-saddle,2,0.4067255325549004,59.658912658691406,24.75881576538086,23.75881576538086
2-saddle,2,0.4067237015832056,58.341087341308594,26.24118423461914,23.241182327270508
2-saddle,2,0.4067133321677939,57.34108352661133,27.241180419921875,23.241182327270508
2-saddle,2,0.40670035608608934,56.34108352661133,28.241180419921875,23.241182327270508
2-saddle,2,0.40670033275280154,22.658916473388672,61.758811950683594,23.75881576538086
2-saddle,2,0.40669803001613347,21.658916473388672,62.75881576538086,23.75881576538086
2-saddle,2,0.40669864094801306,20.658916473388672,63.758811950683594,23.75881576538086
2-saddle,2,0.40670193198226967,19.658916473388672,64.75881958007812,23.75881576538086
2-saddle,2,0.40669318499799306,17.341081619262695,67.2411880493164,23.241182327270508
2-saddle,2,0.4066795708581551,43.658912658691406,40.75881576538086,74.7588119506836
2-saddle,2,0.40667599329770204,42.34108352661133,42.24118423461914,74.24118041992188
2-saddle,2,0.4066759933474877,41.34108352661133,43.241180419921875,74.24118041992188
2-saddle,2,0.4066834849596203,45.34107971191406,39.24118423461914,75.24118041992188
2-saddle,2,0.4066731026385244,44.34108352661133,40.241180419921875,75.24118041992188
2-saddle,2,0.40667881929030364,46.34108352661133,38.24118423461914,76.24118041992188
2-saddle,2,0.4066842057101566,48.658912658691406,35.758819580078125,77.7588119506836
2-saddle,2,0.40667852321257547,47.34108352661133,37.241180419921875,77.2411880493164
2-saddle,2,0.40669011011418776,49.658912658691406,34.75881576538086,78.7588119506836
2-saddle,2,0.4066881335729969,50.34108352661133,34.241180419921875,79.2411880493164
2-saddle,2,0.4066941083673976,52.658912658691406,31.75881576538086,80.75881958007812
2-saddle,2,0.40668186983235066,51.34108352661133,33.24118423461914,80.24118041992188
2-saddle,2,0.40668891258394124,55.658912658691406,28.758817672729492,81.7588119506836
2-saddle,2,0.4066947527724231,54.34108352661133,30.241182327270508,81.2411880493164
2-saddle,2,0.40668164096151116,53.341087341308594,31.241182327270508,81.2411880493164
2-saddle,2,0.40669583822320005,17.658916473388672,0.7588189840316772,82.7588119506836
2-saddle,2,0.4066996882374697,16.658918380737305,1.7588188648223877,82.7588119506836
2-saddle,2,0.4067043024231383,15.658917427062988,2.7588188648223877,82.7588119506836
2-saddle,2,0.40670935461950086,14.658917427062988,3.7588186264038086,82.7588119506836
2-saddle,2,0.4067144521568962,13.658918380737305,4.758818626403809,82.7588119506836
2-saddle,2,0.4067191403492393,12.658916473388672,5.758818626403809,82.7588119506836
2-saddle,2,0.4067229400047054,11.658918380737305,6.758818626403809,82.7588119506836
2-saddle,2,0.4067254208682707,10.658917427062988,7.758818626403809,82.7588119506836
2-saddle,2,0.4067257630798681,9.341081619262695,9.241181373596191,82.24118041992188
2-saddle,2,0.40669893062610757,60.65891647338867,23.75881576538086,82.7588119506836
2-saddle,2,0.40670086750727463,59.34107971191406,25.24118423461914,82.24118041992188
2-saddle,2,0.4066940287953102,58.341087341308594,26.24118423461914,82.24118041992188
2-saddle,2,0.4066865580682562,57.34108352661133,27.241180419921875,82.24118041992188
2-saddle,2,0.406678514289743,56.34108352661133,28.241180419921875,82.24118041992188
2-saddle,2,0.4066955429848267,23.658916473388672,60.75881576538086,82.7588119506836
2-saddle,2,0.40669302909641963,22.658916473388672,61.758811950683594,82.7588119506836
2-saddle,2,0.40669143495753385,21.658916473388672,62.75881576538086,82.7588119506836
2-saddle,2,0.4066908343546979,20.658916473388672,63.758811950683594,82.7588119506836
2-saddle,2,0.4066913306584717,19.658916473388672,64.75881958007812,82.7588119506836
2-saddle,2,0.4066930040190784,18.658916473388672,65.7588119506836,82.7588119506836
2-saddle,2,0.40669583822320005,17.658916473388672,66.75881958007812,82.7588119506836
2-saddle,2,0.3926594266333072,0.658918559551239,0.7588189840316772,112.75881958007812
2-saddle,2,0.3926594266333072,66.6589126586914,0.7588189840316772,112.75881958007812
2-saddle,2,0.3926594266333072,0.658918559551239,66.75881958007812,112.75881958007812
2-saddle,2,0.3895715172425438,1.3410815000534058,66.2411880493164,112.24118041992188
2-saddle,2,0.3926594266333072,66.6589126586914,66.75881958007812,112.75881958007812
2-saddle,2,0.3895715172425438,67.3410873413086,66.2411880493164,112.24118041992188
2-saddle,2,0.3840127995930369,0.658918559551239,1.7588188648223877,113.75880432128906
2-saddle,2,0.39691630809870543,1.3410815000534058,1.2411810159683228,113.24118041992188
2-saddle,2,0.3840127995930369,66.6589126586914,1.7588188648223877,113.75880432128906
2-saddle,2,0.39691630809870543,1.3410815000534058,67.2411880493164,113.24118041992188
2-saddle,2,0.39691630809870543,67.3410873413086,67.2411880493164,113.24118041992188
2-saddle,2,0.31309459069141715,2.241180896759033,2.7588188648223877,3.341081142425537
2-saddle,2,0.30593625528555646,3.758819341659546,3.2411811351776123,4.658918857574463
2-saddle,2,0.3856792719050369,30.758821487426758,31.241182327270508,54.65892028808594
2-saddle,2,0.40403112081285925,33.758819580078125,33.24118423461914,56.65892028808594
2-saddle,2,0.40373703086620605,34.241180419921875,34.75881576538086,57.3410758972168
2-saddle,2,0.3953539972363674,36.758819580078125,37.241180419921875,59.6589241027832
2-saddle,2,0.43931946607263916,28.241178512573242,27.75881576538086,69.34107971191406
2-saddle,2,0.37141459993071546,19.758819580078125,31.241182327270508,104.65892028808594
2-saddle,2,0.28649848090339736,65.75882720947266,65.2411880493164,110.65892028808594
maximum,3,1.0,65.21878814697266,65.5,4.2187886238098145
maximum,3,0.5007622094835317,51.218788146972656,51.5,25.218788146972656
maximum,3,0.49756897437589465,34.218788146972656,34.218788146972656,52.5
maximum,3,0.506059093824434,33.218788146972656,33.5,61.218788146972656
maximum,3,0.5437494070967632,18.78120994567871,18.5,80.78121185302734
maximum,3,0.8722933126061567,2.2187891006469727,2.2187886238098145,109.5
